probe,value,rows,accept,reject,abstain,relabel_standing_on,relabel_lying_on,binary_accept,binary_reject,majority_label,majority_rate
endpoint_id,bf9a3de9-45a5-2e80-8022-277108d67404::1::18,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,bf9a3de9-45a5-2e80-8022-277108d67404::34::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,bf9a3de9-45a5-2e80-8022-277108d67404::34::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,bf9a3de9-45a5-2e80-8022-277108d67404::37::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c2d99341-1947-2fbf-817a-5aa9b44f724f::9::10,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c2d99343-1947-2fbf-808f-92dbb7d47aa5::10::8,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c2d99343-1947-2fbf-808f-92dbb7d47aa5::23::8,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c2d99345-1947-2fbf-818d-90ea82acef29::25::5,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c2d99345-1947-2fbf-818d-90ea82acef29::7::8,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c2d99347-1947-2fbf-834b-f95790c125dd::25::8,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c2d99347-1947-2fbf-834b-f95790c125dd::2::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,c2d99347-1947-2fbf-834b-f95790c125dd::3::9,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c2d99347-1947-2fbf-834b-f95790c125dd::9::10,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c2d99349-1947-2fbf-837e-a0bd5e027c52::23::8,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c2d99349-1947-2fbf-837e-a0bd5e027c52::9::10,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f07-339c-2d13-8176-7418b6e8d7ce::100::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f07-339c-2d13-8176-7418b6e8d7ce::101::1,1,0,0,0,0,1,0,0,relabel_lying_on,1.0
endpoint_id,c7895f07-339c-2d13-8176-7418b6e8d7ce::20::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f07-339c-2d13-8176-7418b6e8d7ce::22::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f07-339c-2d13-8176-7418b6e8d7ce::2::57,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f07-339c-2d13-8176-7418b6e8d7ce::45::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f27-339c-2d13-836b-c12dca280261::14::20,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f27-339c-2d13-836b-c12dca280261::27::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,c7895f29-339c-2d13-83e9-90dbe61fa8be::14::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,c7895f29-339c-2d13-83e9-90dbe61fa8be::16::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f29-339c-2d13-83e9-90dbe61fa8be::23::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,c7895f29-339c-2d13-83e9-90dbe61fa8be::32::43,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f29-339c-2d13-83e9-90dbe61fa8be::6::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f2b-339c-2d13-8248-b0507e050314::13::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f2b-339c-2d13-8248-b0507e050314::20::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,c7895f2b-339c-2d13-8248-b0507e050314::23::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,c7895f2b-339c-2d13-8248-b0507e050314::27::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,c7895f2b-339c-2d13-8248-b0507e050314::28::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,c7895f2b-339c-2d13-8248-b0507e050314::29::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,c7895f2b-339c-2d13-8248-b0507e050314::30::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,c7895f2b-339c-2d13-8248-b0507e050314::32::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f2b-339c-2d13-8248-b0507e050314::55::20,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,c7895f63-339c-2d13-81a3-0b07b1eb23b4::13::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f78-339c-2d13-82bb-cc990cbbc90f::19::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f7a-339c-2d13-82ac-09ef1c9001ba::19::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f7a-339c-2d13-82ac-09ef1c9001ba::9::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c7895f7c-339c-2d13-819f-3bb0b26c91f6::11::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,c92fb5b5-f771-2064-8570-dbe16cb33764::1::14,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c92fb5b5-f771-2064-8570-dbe16cb33764::5::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,c92fb5b7-f771-2064-87a9-31c819832405::13::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c92fb5b7-f771-2064-87a9-31c819832405::14::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c92fb5b7-f771-2064-87a9-31c819832405::29::23,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c92fb5b7-f771-2064-87a9-31c819832405::2::26,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,c92fb5b7-f771-2064-87a9-31c819832405::6::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,cdcaf5bd-ddd8-2ed6-97c3-489e105e4dde::100::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,cdcaf5bd-ddd8-2ed6-97c3-489e105e4dde::16::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,cdcaf5bd-ddd8-2ed6-97c3-489e105e4dde::29::5,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,cdcaf5bd-ddd8-2ed6-97c3-489e105e4dde::7::13,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,d04eb40f-1d53-27ea-8a41-47892bde7017::11::9,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,d04eb40f-1d53-27ea-8a41-47892bde7017::32::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,d04eb40f-1d53-27ea-8a41-47892bde7017::6::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,d7dc987e-a34a-2794-85c8-f75389b27532::11::8,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,d7dc987e-a34a-2794-85c8-f75389b27532::31::9,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,d7dc987e-a34a-2794-85c8-f75389b27532::5::8,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,ddc73797-765b-241a-9e2c-097c5989baf6::101::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,ddc73797-765b-241a-9e2c-097c5989baf6::20::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,ddc73797-765b-241a-9e2c-097c5989baf6::3::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,ddc73797-765b-241a-9e2c-097c5989baf6::52::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,ddc7379b-765b-241a-9f45-c37e41608726::52::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,ddc7379b-765b-241a-9f45-c37e41608726::64::3,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,e61b0e02-bada-2f31-82d0-80fc5c70bd6f::10::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,e61b0e02-bada-2f31-82d0-80fc5c70bd6f::16::14,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,e61b0e02-bada-2f31-82d0-80fc5c70bd6f::27::18,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,e61b0e02-bada-2f31-82d0-80fc5c70bd6f::41::43,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,e61b0e02-bada-2f31-82d0-80fc5c70bd6f::68::21,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,e61b0e02-bada-2f31-82d0-80fc5c70bd6f::73::18,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,e61b0e04-bada-2f31-82d6-72831a602ba7::16::14,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,e61b0e04-bada-2f31-82d6-72831a602ba7::18::30,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,e61b0e04-bada-2f31-82d6-72831a602ba7::34::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,e61b0e04-bada-2f31-82d6-72831a602ba7::7::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,e61b0e04-bada-2f31-82d6-72831a602ba7::7::14,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,ea318260-0a4c-2749-9389-4c16c782c4b1::14::21,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,ea318260-0a4c-2749-9389-4c16c782c4b1::26::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,ea318260-0a4c-2749-9389-4c16c782c4b1::33::16,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,ea318260-0a4c-2749-9389-4c16c782c4b1::43::3,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,ea318260-0a4c-2749-9389-4c16c782c4b1::8::38,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76fe5-2239-29d0-8593-1a2555125595::32::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76fe5-2239-29d0-8593-1a2555125595::36::37,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,f2c76fe5-2239-29d0-8593-1a2555125595::3::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76fe7-2239-29d0-84f5-144c30fd7451::2::3,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76fe7-2239-29d0-84f5-144c30fd7451::32::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76fe7-2239-29d0-84f5-144c30fd7451::34::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,f2c76fe9-2239-29d0-87ec-f2c7ced812c1::33::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76fe9-2239-29d0-87ec-f2c7ced812c1::38::37,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76feb-2239-29d0-8418-72b6051fc144::10::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76feb-2239-29d0-8418-72b6051fc144::11::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76feb-2239-29d0-8418-72b6051fc144::1::26,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76feb-2239-29d0-8418-72b6051fc144::22::26,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76feb-2239-29d0-8418-72b6051fc144::24::25,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76feb-2239-29d0-8418-72b6051fc144::34::26,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76feb-2239-29d0-8418-72b6051fc144::38::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,f2c76feb-2239-29d0-8418-72b6051fc144::4::1,1,1,0,0,0,0,1,0,accept,1.0
endpoint_id,f2c76feb-2239-29d0-8418-72b6051fc144::4::6,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76fed-2239-29d0-8598-9ed42cec9dc5::12::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76fed-2239-29d0-8598-9ed42cec9dc5::12::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76ff1-2239-29d0-87f5-8a0346584384::11::4,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76ff1-2239-29d0-87f5-8a0346584384::12::1,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76ff1-2239-29d0-87f5-8a0346584384::32::1,1,0,0,1,0,0,0,0,abstain,1.0
endpoint_id,f2c76ff1-2239-29d0-87f5-8a0346584384::32::2,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,f2c76ff1-2239-29d0-87f5-8a0346584384::34::38,1,0,1,0,0,0,0,1,reject,1.0
endpoint_id,fcf66d7b-622d-291c-86b8-7db96aebcee3::3::7,1,0,1,0,0,0,0,1,reject,1.0
scan_id,38770ca1-86d7-27b8-8619-ab66f67d9adf,10,1,9,0,0,0,1,9,reject,0.9
scan_id,8eabc45f-5af7-2f32-8528-640861d2a135,9,1,4,4,0,0,1,4,reject,0.444444
scan_id,c7895f2b-339c-2d13-8248-b0507e050314,9,2,2,5,0,0,2,2,abstain,0.555556
scan_id,f2c76feb-2239-29d0-8418-72b6051fc144,9,1,7,1,0,0,1,7,reject,0.777778
scan_id,10b1792a-3938-2467-8b4e-a93da27a0985,8,1,6,1,0,0,1,6,reject,0.75
scan_id,38770ca3-86d7-27b8-85a7-7d840ffdec6a,8,0,6,1,1,0,0,6,reject,0.75
scan_id,10b17957-3938-2467-88a5-9e9254930dad,7,0,5,2,0,0,0,5,reject,0.714286
scan_id,1d234024-e280-2b1a-8c28-2743fefed020,7,0,5,1,1,0,0,5,reject,0.714286
scan_id,1d234026-e280-2b1a-8fe1-713e28269f4d,7,0,3,3,1,0,0,3,reject,0.428571
scan_id,7272e17c-a01b-20f6-8b2f-e659331ae41a,7,1,5,1,0,0,1,5,reject,0.714286
scan_id,137a8158-1db5-2cc0-8003-31c12610471e,6,0,5,1,0,0,0,5,reject,0.833333
scan_id,38770ca5-86d7-27b8-871c-57fdbfe87905,6,1,5,0,0,0,1,5,reject,0.833333
scan_id,4138585b-a238-2435-810b-9728fc989b2f,6,0,5,0,0,1,0,5,reject,0.833333
scan_id,4a9a43d4-7736-2874-87a6-0c3089281af8,6,0,4,2,0,0,0,4,reject,0.666667
scan_id,75c25975-9ca2-2844-9769-84677f46d4cf,6,0,6,0,0,0,0,6,reject,1.0
scan_id,9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1,6,1,5,0,0,0,1,5,reject,0.833333
scan_id,ba6fdaaa-a4c1-2dca-8163-a52b18bf6b64,6,1,4,0,0,1,1,4,reject,0.666667
scan_id,bf9a3dd9-45a5-2e80-817c-f918e193231b,6,0,2,3,1,0,0,2,abstain,0.5
scan_id,c7895f07-339c-2d13-8176-7418b6e8d7ce,6,0,5,0,0,1,0,5,reject,0.833333
scan_id,e61b0e02-bada-2f31-82d0-80fc5c70bd6f,6,1,5,0,0,0,1,5,reject,0.833333
scan_id,0cac75b7-8d6f-2d13-8cb2-0b4e06913140,5,0,2,3,0,0,0,2,abstain,0.6
scan_id,0cac75dc-8d6f-2d13-8d08-9c497bd6acdc,5,0,4,1,0,0,0,4,reject,0.8
scan_id,1d233fe8-e280-2b1a-8fac-c3646a1cd64a,5,0,4,1,0,0,0,4,reject,0.8
scan_id,1d234022-e280-2b1a-8cec-e9787bb0d7b2,5,0,5,0,0,0,0,5,reject,1.0
scan_id,280d8ebb-6cc6-2788-9153-98959a2da801,5,1,2,2,0,0,1,2,reject,0.4
scan_id,4238490c-60a7-271e-9f38-3c651e3b3912,5,0,4,1,0,0,0,4,reject,0.8
scan_id,4731976c-f9f7-2a1a-95cc-31c4d1751d0b,5,0,5,0,0,0,0,5,reject,1.0
scan_id,75c25989-9ca2-2844-97b4-31b81f7554b8,5,1,3,1,0,0,1,3,reject,0.6
scan_id,7747a4ec-9431-24e8-848f-897279a1e9fe,5,1,4,0,0,0,1,4,reject,0.8
scan_id,8eabc461-5af7-2f32-8663-ce5a10fd97b3,5,0,4,1,0,0,0,4,reject,0.8
scan_id,a0905fd9-66f7-2272-9dfb-0483fdcc54c7,5,0,5,0,0,0,0,5,reject,1.0
scan_id,c7895f29-339c-2d13-83e9-90dbe61fa8be,5,0,3,2,0,0,0,3,reject,0.6
scan_id,c92fb5b7-f771-2064-87a9-31c819832405,5,0,5,0,0,0,0,5,reject,1.0
scan_id,e61b0e04-bada-2f31-82d6-72831a602ba7,5,1,3,1,0,0,1,3,reject,0.6
scan_id,ea318260-0a4c-2749-9389-4c16c782c4b1,5,1,4,0,0,0,1,4,reject,0.8
scan_id,f2c76ff1-2239-29d0-87f5-8a0346584384,5,0,4,1,0,0,0,4,reject,0.8
scan_id,0988ea72-eb32-2e61-8344-99e2283c2728,4,1,2,1,0,0,1,2,reject,0.5
scan_id,0cac7676-8d6f-2d13-8f3a-d7bf7f03e721,4,0,3,1,0,0,0,3,reject,0.75
scan_id,1d233fe6-e280-2b1a-8caf-eb0d13a59ad6,4,0,4,0,0,0,0,4,reject,1.0
scan_id,2451c048-fae8-24f6-9043-f1604dbada2c,4,0,1,3,0,0,0,1,abstain,0.75
scan_id,321c867e-a5a8-2a84-851a-818df115be05,4,0,4,0,0,0,0,4,reject,1.0
scan_id,41385849-a238-2435-81d0-ceb0eba4541a,4,0,1,3,0,0,0,1,abstain,0.75
scan_id,4d3d82ae-8cf4-2e04-80de-20f96c814d9c,4,0,3,1,0,0,0,3,reject,0.75
scan_id,4fbad331-465b-2a5d-8488-852fcda9513c,4,0,3,1,0,0,0,3,reject,0.75
scan_id,5341b7b3-8a66-2cdd-856d-9d70e194568b,4,0,3,1,0,0,0,3,reject,0.75
scan_id,5630cfcf-12bf-2860-8784-83d28a611a83,4,0,4,0,0,0,0,4,reject,1.0
scan_id,68bae75f-3567-2f7c-829d-7422117729f3,4,0,3,1,0,0,0,3,reject,0.75
scan_id,7272e16c-a01b-20f6-8961-a0927b4a7629,4,0,2,2,0,0,0,2,reject,0.5
scan_id,8eabc445-5af7-2f32-85ae-90deb8eb1b0b,4,0,3,1,0,0,0,3,reject,0.75
scan_id,8eabc455-5af7-2f32-8606-a0bdbe6c537d,4,0,2,1,0,0,0,2,reject,0.5
scan_id,9766cbf5-6321-2e2f-8131-78c4e204635d,4,1,2,1,0,0,1,2,reject,0.5
scan_id,ab835faa-54c6-29a1-9b55-1a5217fcba19,4,0,4,0,0,0,0,4,reject,1.0
scan_id,ab835fae-54c6-29a1-995e-b06cfc555786,4,1,3,0,0,0,1,3,reject,0.75
scan_id,bf9a3ddd-45a5-2e80-80bc-647365c7ca08,4,1,1,0,2,0,1,1,relabel_standing_on,0.5
scan_id,bf9a3de9-45a5-2e80-8022-277108d67404,4,0,4,0,0,0,0,4,reject,1.0
scan_id,c2d99347-1947-2fbf-834b-f95790c125dd,4,1,3,0,0,0,1,3,reject,0.75
scan_id,cdcaf5bd-ddd8-2ed6-97c3-489e105e4dde,4,0,3,1,0,0,0,3,reject,0.75
scan_id,ddc73797-765b-241a-9e2c-097c5989baf6,4,2,0,2,0,0,2,0,accept,0.5
scan_id,0cac75de-8d6f-2d13-8e1a-b574569c3885,3,1,2,0,0,0,1,2,reject,0.666667
scan_id,0cac75ea-8d6f-2d13-8e50-c5faf0159e32,3,0,3,0,0,0,0,3,reject,1.0
scan_id,0cac761b-8d6f-2d13-8f16-23a7d73c54fe,3,0,3,0,0,0,0,3,reject,1.0
scan_id,10b1794e-3938-2467-89a7-ebc89e84cf88,3,1,1,1,0,0,1,1,accept,0.333333
scan_id,20c993b7-698f-29c5-847d-c8cb8a685f5a,3,0,2,1,0,0,0,2,reject,0.666667
scan_id,321c8680-a5a8-2a84-85c2-816a26d59516,3,0,2,1,0,0,0,2,reject,0.666667
scan_id,43b8cae3-6678-2e38-9b67-5905de29f6d7,3,0,3,0,0,0,0,3,reject,1.0
scan_id,4a9a43d2-7736-2874-874d-d0fad0570e19,3,1,0,1,1,0,1,0,accept,0.333333
scan_id,4d3d82b0-8cf4-2e04-80a8-c955ea964c2f,3,0,2,1,0,0,0,2,reject,0.666667
scan_id,5630cfe7-12bf-2860-8710-52729dc36cc6,3,0,3,0,0,0,0,3,reject,1.0
scan_id,6e67e550-1209-2cd0-8294-7cc2564cf82c,3,1,1,1,0,0,1,1,abstain,0.333333
scan_id,742e8f15-be0a-294e-9ebb-6c72dbcb9662,3,0,3,0,0,0,0,3,reject,1.0
scan_id,742e8f17-be0a-294e-9dd3-52492d308e2b,3,0,2,1,0,0,0,2,reject,0.666667
scan_id,742e8f19-be0a-294e-9eb6-50dc474b110e,3,0,3,0,0,0,0,3,reject,1.0
scan_id,7747a50c-9431-24e8-877d-e60c3a341cc2,3,0,3,0,0,0,0,3,reject,1.0
scan_id,7747a510-9431-24e8-8705-907ee78be2a2,3,0,2,1,0,0,0,2,reject,0.666667
scan_id,a0905fdb-66f7-2272-9fc5-7c0008d5e87b,3,0,2,1,0,0,0,2,reject,0.666667
scan_id,b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5,3,0,2,1,0,0,0,2,reject,0.666667
scan_id,b05fdd96-fca0-2d4f-88c3-d9dfda85c00e,3,0,2,1,0,0,0,2,reject,0.666667
scan_id,bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8,3,0,1,2,0,0,0,1,abstain,0.666667
scan_id,bf9a3d9e-45a5-2e80-83c6-4e427c5586a2,3,0,3,0,0,0,0,3,reject,1.0
scan_id,bf9a3da2-45a5-2e80-8219-1f0a216399fe,3,0,2,1,0,0,0,2,reject,0.666667
scan_id,d04eb40f-1d53-27ea-8a41-47892bde7017,3,0,2,1,0,0,0,2,reject,0.666667
scan_id,d7dc987e-a34a-2794-85c8-f75389b27532,3,0,3,0,0,0,0,3,reject,1.0
scan_id,f2c76fe5-2239-29d0-8593-1a2555125595,3,0,2,1,0,0,0,2,reject,0.666667
scan_id,f2c76fe7-2239-29d0-84f5-144c30fd7451,3,0,2,1,0,0,0,2,reject,0.666667
scan_id,095821f9-e2c2-2de1-9707-8f735cd1c148,2,0,1,0,0,1,0,1,reject,0.5
scan_id,0cac7582-8d6f-2d13-8d4b-e4041cb166c4,2,0,2,0,0,0,0,2,reject,1.0
scan_id,0cac7584-8d6f-2d13-8df8-c05e4307b418,2,0,2,0,0,0,0,2,reject,1.0
scan_id,0cac75e8-8d6f-2d13-8fc4-acdbf00437c8,2,0,1,1,0,0,0,1,abstain,0.5
scan_id,10b1793e-3938-2467-8b92-f56541e7ef9e,2,0,2,0,0,0,0,2,reject,1.0
scan_id,10b17944-3938-2467-8bac-5552375e4467,2,0,2,0,0,0,0,2,reject,1.0
scan_id,10b17963-3938-2467-8a48-0d4af350ce92,2,0,2,0,0,0,0,2,reject,1.0
scan_id,20c993bf-698f-29c5-8549-a69fd169c1e1,2,0,2,0,0,0,0,2,reject,1.0
scan_id,4138582f-a238-2435-8332-6902542c2823,2,0,1,1,0,0,0,1,reject,0.5
scan_id,422885c5-192d-25fc-85e6-12a3d65c8e7b,2,0,2,0,0,0,0,2,reject,1.0
scan_id,42384908-60a7-271e-9c46-01e562c8974c,2,0,1,1,0,0,0,1,abstain,0.5
scan_id,4238490a-60a7-271e-9c04-3846221dc354,2,1,0,1,0,0,1,0,accept,0.5
scan_id,43b8cadf-6678-2e38-9920-064144c99406,2,0,2,0,0,0,0,2,reject,1.0
scan_id,43b8cae1-6678-2e38-9865-c19c07c25015,2,0,2,0,0,0,0,2,reject,1.0
scan_id,4fbad32f-465b-2a5d-8408-146ab1d72808,2,0,2,0,0,0,0,2,reject,1.0
scan_id,5341b7a5-8a66-2cdd-8751-70b98263cb8d,2,1,1,0,0,0,1,1,accept,0.5
scan_id,5341b7e3-8a66-2cdd-8709-66a2159f0017,2,0,2,0,0,0,0,2,reject,1.0
scan_id,5630cfd1-12bf-2860-86b2-e7a96bc32c19,2,0,2,0,0,0,0,2,reject,1.0
scan_id,5630cfd3-12bf-2860-8749-9dacb499fb14,2,0,2,0,0,0,0,2,reject,1.0
scan_id,5630cfde-12bf-2860-8563-d68bdd98fab0,2,0,1,0,1,0,0,1,relabel_standing_on,0.5
scan_id,6bde607b-9162-246f-8e65-76e3ef265504,2,0,2,0,0,0,0,2,reject,1.0
scan_id,6bde6081-9162-246f-8c4e-ffaf709d17b1,2,0,2,0,0,0,0,2,reject,1.0
scan_id,6bde6083-9162-246f-8c9c-e170212059b2,2,0,1,1,0,0,0,1,abstain,0.5
scan_id,8e0f1c28-9e28-2339-8584-ff06ff93c341,2,0,1,1,0,0,0,1,reject,0.5
scan_id,9766cbf7-6321-2e2f-81e1-2b46533c64dd,2,2,0,0,0,0,2,0,accept,1.0
scan_id,9af05c68-5794-2e19-8c5a-979f448da545,2,0,2,0,0,0,0,2,reject,1.0
scan_id,a0905fdd-66f7-2272-9cdb-89360888ea67,2,0,2,0,0,0,0,2,reject,1.0
scan_id,b1f23308-d255-2761-94da-981d962c6bf8,2,1,1,0,0,0,1,1,accept,0.5
scan_id,c2d99343-1947-2fbf-808f-92dbb7d47aa5,2,0,2,0,0,0,0,2,reject,1.0
scan_id,c2d99345-1947-2fbf-818d-90ea82acef29,2,0,2,0,0,0,0,2,reject,1.0
scan_id,c2d99349-1947-2fbf-837e-a0bd5e027c52,2,0,2,0,0,0,0,2,reject,1.0
scan_id,c7895f27-339c-2d13-836b-c12dca280261,2,0,1,1,0,0,0,1,abstain,0.5
scan_id,c7895f7a-339c-2d13-82ac-09ef1c9001ba,2,0,2,0,0,0,0,2,reject,1.0
scan_id,c92fb5b5-f771-2064-8570-dbe16cb33764,2,0,1,1,0,0,0,1,abstain,0.5
scan_id,ddc7379b-765b-241a-9f45-c37e41608726,2,0,2,0,0,0,0,2,reject,1.0
scan_id,f2c76fe9-2239-29d0-87ec-f2c7ced812c1,2,0,2,0,0,0,0,2,reject,1.0
scan_id,f2c76fed-2239-29d0-8598-9ed42cec9dc5,2,0,2,0,0,0,0,2,reject,1.0
scan_id,095821f7-e2c2-2de1-9568-b9ce59920e29,1,1,0,0,0,0,1,0,accept,1.0
scan_id,095821fb-e2c2-2de1-94df-20f2cb423bcb,1,1,0,0,0,0,1,0,accept,1.0
scan_id,0cac7532-8d6f-2d13-8cea-1e70d5ae4856,1,0,1,0,0,0,0,1,reject,1.0
scan_id,0cac7619-8d6f-2d13-8f36-ac562ec9a4de,1,0,1,0,0,0,0,1,reject,1.0
scan_id,10b1792e-3938-2467-8bb3-172148ae5a67,1,0,1,0,0,0,0,1,reject,1.0
scan_id,20c993b3-698f-29c5-859c-dca8ddecf220,1,0,1,0,0,0,0,1,reject,1.0
scan_id,20c993bd-698f-29c5-8494-5556ba7d3fe9,1,0,1,0,0,0,0,1,reject,1.0
scan_id,2e369567-e133-204c-909a-c5da44bb58df,1,0,1,0,0,0,0,1,reject,1.0
scan_id,4fbad31e-465b-2a5d-84b7-c0ddea978db4,1,0,1,0,0,0,0,1,reject,1.0
scan_id,5341b79f-8a66-2cdd-84d5-6dba6525dd75,1,0,1,0,0,0,0,1,reject,1.0
scan_id,77361fd4-d054-2a22-88c4-b5b404f904ca,1,0,0,1,0,0,0,0,abstain,1.0
scan_id,787ed58c-9d98-2c97-83b9-b48a609ace15,1,0,1,0,0,0,0,1,reject,1.0
scan_id,ba6fdaac-a4c1-2dca-8380-f16765679fd7,1,0,1,0,0,0,0,1,reject,1.0
scan_id,bf9a3ddf-45a5-2e80-8007-8e9e7f323e52,1,0,1,0,0,0,0,1,reject,1.0
scan_id,c2d99341-1947-2fbf-817a-5aa9b44f724f,1,0,1,0,0,0,0,1,reject,1.0
scan_id,c7895f63-339c-2d13-81a3-0b07b1eb23b4,1,0,1,0,0,0,0,1,reject,1.0
